name;region;style;brewery;review
Paulaner ThomasBräu (Original Münchner Alkoholfrei);Munich, Bavaria, Germany;Low / No Alcohol Beer;Paulaner Brauerei (Brau Holding Int. - Heineken);From bottle to tall glass. Has the same aroma as Paulaner original Munich lager but much more faint. Earthy, stone, damp, and fresh. Looks like any other pale lager. Taste is slightly on the sweet side with a cancelling bitterness. Very soft and somewhat oily, sticky feel. Goes down like water. Very easy drinking. Overall, I like it. It’s good to have beer available that won’t put you on the floor.
Paulaner Bock;Munich, Bavaria, Germany;Bock- Heller Bock / Maibock;Paulaner Brauerei (Brau Holding Int. - Heineken);New to me. Draft at Fado in Philly. Cloudy copper pour that starts with a large foamy tan head. Toasted wheat flavors. Bit unusual to have some ruby red fruit as well. Plums. Challah. Hefty bock with some deep red fruit. Not so bad.
Paulaner Bock;Munich, Bavaria, Germany;Bock- Heller Bock / Maibock;Paulaner Brauerei (Brau Holding Int. - Heineken);Compact foam and of good persistence. Veiled and enough loaded aspect. Strong aroma, much alcoholic and sweet one.
Paulaner Bock;Munich, Bavaria, Germany;Bock- Heller Bock / Maibock;Paulaner Brauerei (Brau Holding Int. - Heineken);Nice bitterness. Not overly carbonated but not flat. I like this one and would get it again any time.
Paulaner Bock;Munich, Bavaria, Germany;Bock- Heller Bock / Maibock;Paulaner Brauerei (Brau Holding Int. - Heineken);In Munich in the beer houses, it was stated every time that this and Hacker-Pschoor Maibock were the same beer. They tasted the same. I love one I love the other
Paulaner Bock;Munich, Bavaria, Germany;Bock- Heller Bock / Maibock;Paulaner Brauerei (Brau Holding Int. - Heineken);Great full bodied, malty high alcohol taste, nice hop bite for a bock.......
Paulaner Bock;Munich, Bavaria, Germany;Bock- Heller Bock / Maibock;Paulaner Brauerei (Brau Holding Int. - Heineken);A GREAT pale bock...........................................................
Paulaner Bock;Munich, Bavaria, Germany;Bock- Heller Bock / Maibock;Paulaner Brauerei (Brau Holding Int. - Heineken);Has some backbone and thick alcoholic overtone that a beer drinker looks for. You will like this.
Paulaner Bock;Munich, Bavaria, Germany;Bock- Heller Bock / Maibock;Paulaner Brauerei (Brau Holding Int. - Heineken);If all bocks were this good, and it's my fourth favorite beer from the real royalty of brewing. Strong and tastey if your a seasoned drinker, you will like it.
Hacker-Pschorr Hefe Weisse;Munich, Bavaria, Germany;Weissbier - Hefeweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);Top notch world class hefeweizen. Deep and funky and full, chewy, bubblegum. D&s dresden
Hacker-Pschorr Hefe Weisse;Munich, Bavaria, Germany;Weissbier - Hefeweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);Dirty amber with an abundant head. Banana smell. Banana taste with a certain bitterness and acidity. Strong carbonation. Banana aftertaste. I never had a Hefeweizen with that much banana flavour before.
Hacker-Pschorr Hefe Weisse;Munich, Bavaria, Germany;Weissbier - Hefeweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);500ml bottle brewed in Germany at 5.5%. Cloudy, somewhat vibrant orange. Smallish quickly dissipating head. Aroma of wheat rusk, slight citrus, and banana. Moderate+ carbonation. Initial citrus slightly orange-juicey hop hit, a little rough on the tongue, seguing into a perhaps subdued classic weissbier finish of creamy rusky wheat and a touch of banana yeast. Seekers of a hoppy weissbier should definitely give this one a try, but although it holds its end up with the yeasty, wheaty aspects, they feel a little overshadowed here, with the beer perhaps even feeling disjointed between how it starts and ends in the mouth. Not quite the full-on creamy banana weissbier hit I love, but more than decent.
Hacker-Pschorr Hefe Weisse;Munich, Bavaria, Germany;Weissbier - Hefeweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);On tap at Der Pschorr. Cloudy yellow pour with a white head. Big wheat bouquet. Wow, it’s all wheat but is absolutely fantastic. Great body and mouthfeel. So creamy and refreshing.
Hacker-Pschorr Hefe Weisse;Munich, Bavaria, Germany;Weissbier - Hefeweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);Uma weiss bem balanceada, aroma agradável e cor dourada turva. Sabor suave e bem maltado.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);Drank by the liter at tents is Munich during Oktoberfest, this beer is decent, but I', sure I wouldn't like it otherwise. Pours a clear golden yellow with fluffy white foam that leaves moderate lace. Aroma and taste of clean yeast, floral hops, and light malt. Does the trick.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);W zapachu trawiaste chmiele oraz aromaty cytrusów - g³ównie limonki. W tle s³odowo. W smaku lekko s³odowe w typie skórki ciemnego chleba, leciutki karmel oraz oczywiœcie cytrusy - znowu limonka. Goryczka niska w typie trawiastym. Piwo ok.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);500ml bottle brewed in Germany at 5.8%. Crosses the line from gold/yellow lager colour into a very light tawny brown! Mild grassy aroma, slight spiciness developing. Fairly large but shortish-lasting head. Moderate carbonation. Grassy hops, with slight(!) tangerine-y citrus spiciness, merging perfectly with a plain brown-bread malt. A little sweet overall. This is like their Muenchner Gold with more flesh on its bones. Superbly simple, splendid with food, doesn't wow in any regard but is salubrious from start to finish. Unconcerned with impressing, only with being pleasant. Super clean and uncomplicated, without feeling conspicuously stripped-down or overly focused. The drinker's Maerzen. Connoisseurs might not find enough to interest them much, however, and perhaps lacks some of the robustness that typifies the style - this one really is light in its caramel-y nature.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);On tap at the Siren's Calling, Portishead 4/10/2019. Amber in colour, with a thin white, head and moderate carbonation. A touch of floral hop, rich and sweetish malts with a vaguely spicy edge, giving way to a lingering, bitter finish. Good.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);Bottle picked up from Edeka, Freising 'Steine Park' and consumed at home, Attenkirchen, Friday 18th October 2019 listening to Iggy Pop on 6Music. Pours light amber with a white head, quite malty on the nose, hinting at the sweetness that will follow. This doesn't really stray from the track much, it's what it says on the tin *bottle. Good.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);0,5 l bottle. Clear dark red golden in the glass with a two finger foamy head. Looks really good. Taste is malty, low roasted, little bit fruity, scratchy palate in the second part. Some hop bitterness in the aftertaste. Below average carbonation.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);Birra ambrata dal leggero retrogusto amaro. Sensazioni di lievito, fiori e sentori di miele. Schiuma pressoché inesistente se spinata dalla bottiglia. Apprezzabile con carni chiare tipo maiale e pollo.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);Keg. Pours amber, off white head. Toasty caramel aroma, noble hop profile. Well balanced. Soft carbonation.
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);Pours and amber with a golden edge and white head. Malt forward aroma and taste, slight floral hop character. Notes: on tap at the Hacker Pschorr tent at Oktoberfest Munich, Oct ‘19
Hacker-Pschorr Oktoberfest Märzen;Munich, Bavaria, Germany;Märzen / Oktoberfest Bier;Paulaner Brauerei (Brau Holding Int. - Heineken);Bottle poured a clear amber with a small lingering ivory head. Aromas of toasted malt, graininess and light caramel. Palate was light bodied and crisp with a dry finish. Flavors of toasted malt, graininess and a hint of earthiness with a crisp dry lingering grainy finish.
Hacker-Pschorr Dunkle Weisse;Munich, Bavaria, Germany;Weissbier - Dunkelweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);Pleasant banana ester aroma with a banana bread taste. Slightly sour finish, not as much caramel as the higher rated Bavarian dunkelweizen. Still a must try for fans of the style.
Hacker-Pschorr Dunkle Weisse;Munich, Bavaria, Germany;Weissbier - Dunkelweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);Trübe, dunkelbraune Farbe mit weißer Schaumkrone. Fruchtiger, hefiger, malziger Geruch. Geschmacklich fruchtig mit Banane und Karamell, hefig, malzig, leicht würzig. Mittlere Süße mit leichter Bitterkeit, mittlerer Körper mit aktiver Kohlensäure.
Hacker-Pschorr Dunkle Weisse;Munich, Bavaria, Germany;Weissbier - Dunkelweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);Bottle, hazy orange color with a smaller to medium sized top. Light lacing. Nose and flavor of banana, apple, caramel, pear, grass, and florals. Lots of fruity wheat complexity as it opens up. Medium bodied with quick finish.
Hacker-Pschorr Dunkle Weisse;Munich, Bavaria, Germany;Weissbier - Dunkelweizen;Paulaner Brauerei (Brau Holding Int. - Heineken);Tap at the Hackerhaus - clear light brown color, beige head. caramell, dark malts, yeasty, medium sweetness, good!
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);On tap at Der Pschorr. Served in a chilled glass, it’s a vibrant yellow pour with a white head. Bread and malt highlights run the show. Hints of bitterness, hints of caramel, with a creaminess factor to it. Average body and mouthfeel.
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);From Holzfass at Der Pschorr. Clear golden liquid with medium egg shell white head. Aroma of bread, floral hops, light earth, light grain and very light sulphur. Taste is very light sweet and light to medium bitter with notes of floral hops and bread. Medium bodied with low to medium carbonation. Nice stuff.
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);From the wooden cask at Bayerisch Donisl Thursday 17th January 2019. We had this with an early lunch of Kraut-Schupfnudeln mit Speck und Salat. Pours crystal clear gold with a white head. Fruity with a good bitterness, nice beer a little dry finish. Really enjoyed this. A6 A4 T8 P4 Ov14 3.6
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);"Draught off a wooden cask at Del Pschorr, Munich, Germany (€5.10/0.5l). Poured a crystal clear gold with 2-3cm of bright white open foam that retained very well and laced well. Carbonation low, average and fine. Aroma subtly of malt and very subtly of citrus. Taste is quite malty with moderately strong sweet citrus; tasty enough. Light body. Smooth, crisp and moderate sweetness on a moderately long finish."
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);Fat @ Der Pschorr. Klar guldfärgad med ett vitt skum. Dofter av malt och örter. Smakinslag av malt, citrusskal, gräs och örter. Frisk och ren. Gott i värmen.
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);Tap at Der Pschorr in Munich. Pours gold with a large white head. Mild Nobel hop aroma. Flavor is some and bready. Sort of Kolsch on steroids. Nice on a warm day.
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);Holzfass. Golden with a lasting white head. Malty aroma with a touch of herbal hops. Full bodied sweetish malty flavour with herbal hops and a yeasty touch
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);Közepes hab, mély szõke szín. Kellmes, gabonás, jól csúszó, könnyed, egész estés sör.
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);"From old tasting notes. Labeled as ""Hackerbrau Edelhell"". Huge white head tops a brassy gold liquid. Faint sweet malt nose. Zesty tart malt flavor. Citrusy malt finish. Light hop traces. Tasty but uninspiring."
Hacker-Pschorr Edelhell;Munich, Bavaria, Germany;Helles / Dortmunder Export;Paulaner Brauerei (Brau Holding Int. - Heineken);Tap at Der Pschorr, Munich - Bright golden color with nice white head. This is your standard bavarian Helles from a big company. Nothing exceptional.
Lefebvre Floreffe Double;Rebecq-Quenast, Belgium;Dubbel;Brasserie Lefebvre;Fles 33cl thuis gedeeld. Caramel, anijs, droog, hazelnoot, fruitje, chocolade, beetje cappuccino. (15-11-2019).
Lefebvre Floreffe Double;Rebecq-Quenast, Belgium;Dubbel;Brasserie Lefebvre;This is an ok double. Light on the overall mouthfeel and low in alcohol. Nice head when poured. Fruity and medium to low sweet. Ok but not a deal breaker.
Lefebvre Floreffe Double;Rebecq-Quenast, Belgium;Dubbel;Brasserie Lefebvre;Aroma van karamel, zoethout, anijs, sommige donkere vruchten, kersen, lichte chocolade en subtiele kruiden. Uitzicht: Een robijnrode kleur met een medium beige kop. Smaak: donker fruit, kersen, chocolade, wat bruine suiker, zoethout, licht anijs, een beetje karamel en subtiel kruid. Mondgevoel: Gemiddeld met matig koolzuur. Afdronk is zoetig, fruitig.
Lefebvre Floreffe Triple;Rebecq-Quenast, Belgium;Tripel;Brasserie Lefebvre;Donkergele Tripel met zeer grote witte schuimkraag. Licht zoet met een klein bittertje in de afdronk. Mooi in balans
Lefebvre Floreffe Triple;Rebecq-Quenast, Belgium;Tripel;Brasserie Lefebvre;Stevige tripel met fructose geeft een goudgeel bier met goede schuimkraag en prima balans tussen zoet en bitter.
Lefebvre Floreffe Triple;Rebecq-Quenast, Belgium;Tripel;Brasserie Lefebvre;the aroma is fruity and floral with hints of sweet citrus, apple, esters, apple stone and some spices... the taste is fruity and floral with notes of sweet and bitter citrus, esters, fruit stone, apple and grass hop... the aftertaste is sweet, bitter and dry...
Redhook IPA;Woodinville, Washington, United States;Pale Ale - American / APA;Redhook Brewery (Craft Brew Alliance - AB InBev);It's been a while since I had this beer, but I remember it being a good IPA. I think I bought it at a Safeway or Fred Meyer in bottles. One of the first beers I drank when I started drinking Craft beers a number of years ago. Redhook Brewery has been making good beer for quite awhile now.
Redhook IPA;Woodinville, Washington, United States;Pale Ale - American / APA;Redhook Brewery (Craft Brew Alliance - AB InBev);Exactly what you think of when you go into a craft brewery and ask for their ipa. Light crisp. Hops but not overly hoppy. Balanced. Bottle
Redhook IPA;Woodinville, Washington, United States;Pale Ale - American / APA;Redhook Brewery (Craft Brew Alliance - AB InBev);Light orange color, citrus hop aroma. Very fizzy, and not having much flavor.
Redhook IPA;Woodinville, Washington, United States;Pale Ale - American / APA;Redhook Brewery (Craft Brew Alliance - AB InBev);A mild aroma of citrus and hops. Pale amber color not much head. A pleasant balanced taste with just a touch of bitterness. A short lasting slightly bitter palate.
Redhook IPA;Woodinville, Washington, United States;Pale Ale - American / APA;Redhook Brewery (Craft Brew Alliance - AB InBev);Reviewed from notes. The appearance had a orange-copper cloudy body with a small white head, no lacing. The smell was hoppy, floral with some grassiness and lemon notes. The taste had strong hops, yet still some spices come out as the beer warms. The palate was about a medium, sessionable, strong hoppy grassy finish, no aftertaste. Overall, this was a pretty good AIPA, I’d have this again.
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);From old tasting notes. Cloudy, yellowish gold color. Big bubbly white head. Huge citrusy wheat malt aroma. Crisp, spicy wheat malt flavor has a peppery character that lays on the palate.
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Below average hefe, a bit watery, not much taste going on, pretty much run of the mill, not really too impressed.
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Hefeweizen 1998 12 oz. Bottle. 4.75% ABV. (3.75 / 5.0) 1999--Wheat Flavor Medium Bodied 12 oz. Bottle. 4.75% ABV. (3.75 / 5.0) Light unfiltered straw golden body. Light wheat body. Fruit flavors tasty but not overpowering. Body would be richer if pellicle were not so hard packed. Nice delicate brew. Sampled 11/29/1999. 2000--New Red Logo 12 oz. Bottle. 5.20% ABV. (4.0 / 5.0) Very hazy lemon orange juice color. Big rich tight pellicle. Rich wheat front with minimal yeastiness. Malty mildly spicy body with hint of banana clove. Minimal citrus notes and rich textured finish. 8/29/2000.
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);I haven’t seen this in 6 packs in years, but I do recall the days when I’d get this and meticulously roll the bottle back and forth on the table to release the sediment so I could have a nice, cloudy pour. A bit uninitiated to beer-nerddom at the time, I took it for what it was worth, a nice tasty beer. I’m sure nowadays it’d pale next to 99 out of 100 other hefes I try, but I liked this enough to take the time to rate it. Last time I drank this was in Dallas, TX back in 1997.
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Bottle at Chicos. Pours a standard hefe- cloudy gold, with good white head. Aroma is yeast and a bit of citrus, not overpowering. Taste is refreshing and moderate spice- could use a bit more flavor. Very little hop.
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Had this beer on 4/3/1999. Color is a pale hazy gold with very good carbonation and good head. Aroma is an odd sour malt scent. Taste is a little more bitter than other Hefe-Weizen’s I’ve had. It starts with medium light body that goes down crisp with a bitter feel. The finish is odd, there’s bitterness coming from the malt flavors as well as the hops. There is also a hop flavor in there somewhere. Overall it doesn’t fit as a Hefe-Weizen and is not much fun to drink.
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);cloudy yellow in color. some yeasty smell and a little citrus. No bitterness really and seems to need a little something to round it out.
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);"Date: 05/14/1998 Appearance: cloudy dark yellow, Aroma: slightly sweet citrus hop aroma, Flavor: tangy wheat flavor, light bitter finish Aroma: 5/10; Appearance: 5/10; Flavor: 5/10; Palate: 5/10; Overall: 10/20 Rating: 2.6/5.0 -------------------------------------------------------------------------------------- The score was calculated based upon the notes and an old scoring system."
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Nice light yello with that white lace along the glass. Nice wheat phenolic flavors. Good drinking summer type brew
Redhook Hefe-Weizen;Woodinville, Washington, United States;Wheat Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Very light, with a german light hop aroma and cloudy appearance. Has a light easy does it mouthfeel, that has some phenolic spiciness to it. Finishes very dry and smooth.
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);This was the beer! When this first came out 2 decades ago or so, this was the beer that got me hooked (no pun) on craft beer! I've always put this at the top of all beers. Not because it's 20 % alcohol, or barrel aged for 3 years in 5 different barrels. This beer was just pure coffee stout at its finest. Made and discontinued twice, remade under Budwiser (which was not good) and then gone forever. Dark, silky smooth, Starbucks coffee, rich like Founders or Nebraska beers have been for the last 10+ years. The price was great, and the beer for its time, had a finish that started just like the 1st sip. Thanks Redhook for all the great memories on that beer! I still keep my last original bottle unopened from 2003 in the 1st spot on my top ten shelf!
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);From old tasting notes. Opaque black color topped by a bubbly tan head. Rich roasted malt aroma hints at coffee. Bittersweet roasted malt flavor has notes of chocolate, coffee and licorice.
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);"""this reflects a higher grade than i’d ever thought i’d give a Redhook beer, and a lower score than i give most strong stouts. it was just good. nothing special, and there are better beers for the price, or less. the body left a little more to be wanted, and it was a little on the bitter side, and not in the mouth watering hoppy good way."""
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);Rated on 10-30-2011. This bottled beer, Batch 08-0410, pours a small tan head that is fully lasting. This beer has a black opaque body with very little carbonation and spotty lacing. The aroma is malt, chocolate, coffee, and lightly roasted. The flavor is sweet, lightly bitter, malt, coffee, chocolate, roasty, light hops, and a dry finish. The mouthfeel is lightly tingly and this beer is light-medium bodied. This beer has a lingering roasty coffee aftertaste and is a beer for coffee drinkers.
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);"22 oz bottle, probably a year old, served in a tulip glass. Pours dark inky brown with medium thick body and creamy brown head. Aroma is chocolately dark roasted malt and sweet espresso on the finish. Taste is smooth rich roasty malts, mild dark chocoate sweetness, subtle coffee flavor, and sharp spicy hops bring bitter balance to the finish. A really rich tasty brew; belies the fact that it’s only 7%. I think this has been retired for a while now, which is a real shame - shows what Redhook is capable of and is way better that most of what they’re brewing these days."
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);Bottle. Black pour with thin fast dissipating head. Aroma is coffee and berry. Lightish body and flavour has roast and coffee notes. Light coffee finish. Earlier Rating: 11/26/2008 Total Score: 3.8 Bomber. Poured black wtih thin fast dissipating head. Aroma of caramel, malt and coffee. Coffee flavour on a solid malt backbone. Caramel notes. Lingering coffee finish. Worth going back to.
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);Draft at brewery. Pours dark brownish black with a very thin head. Strong bitter coffee flavor. Medium body and medium carbonation. Smells like coffee beans and burnt chocolate.
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);"Tap. Pours opaque black with average, creamy tan head; decent retention and lacing. Aroma is roasted and chocolate malts, coffee, figs, plums, earthy hops, and light vanilla. Flavor is roast malts forward with supporting ash, chocolate, coffee, earthy hops, and light toast; dry finish. Medium body and low carbonation."
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);22 oz. bottle- Pours black with a one finger dark tan head that is reducing fairly quickly. Aroma is roasted malts, coffee, and chocolate, could be more assertive. The taste is the same as the aroma, the coffee they used is high grade, good. The body could be fuller, but the carbonation is spot on. Overall this is a good coffee stout, not the best out there, but not bad.
Redhook Double Black Stout;Woodinville, Washington, United States;Stout;Redhook Brewery (Craft Brew Alliance - AB InBev);Pours a pitch black color with a fluffy khaki head with light lacing. Smells of chocolate caramel and coffee. Tastes of all the same things I mentioned in the smell with plus vanilla. The coffee comes out more in the flavor. Mouthfeel is light and watery. Overall this is one of the better tasting beers I’ve tried from their blueline series.
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);Backlog rating. Pours a deep brown to black with a finger of beige head that lingers, then dissipates. Roasted malt nose with coffee and light chocolate and berry notes as it warms. Roasted malt and coffee on the palate, light fruit character heading towards the finish. Balanced, light and easy drinking.
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);Grunt fill from Albertsons. Dark brown, almost black, small beige head, streaky lacing. Looks great. Muted aroma, roast grains, coffee. Taste is also a straight forward porter, sharp bitterness. Finishes quick. Good entry level porter.
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);Bottle 12 ounce bottle, poured to tulip Sight: pours black, big brown foam that slowly dissappears, Smell: fragrant Taste: very good, bitter Mouth feel: good carbonation Overall: very good beer, repeat: no look for: no
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);Bottle. Bronze brown color. Aroma: sweet, caramel, fruit and berry jam (blackberry), a little milk. Taste: sweet, jam, candied berries, caramel, light dried fruits, mild hop bitterness.
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);Dark black with an off white head. Nose is roasted coffee, dark malt and a hint of dark chocolate. Taste is roasted malt, dark chocolate, and coffee grounds. Lightly bodied, with light carbonation. This is an average porter. It doesn’t do anything unexpected.
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);Deep brown, moderate off- white head. Aroma: roasted malts, caramel, dry fruit, citrus hops. Similar taste. Quite dry. A bit watery. Pretty drinkable.
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);Pours dark chocolate brown with a decent buff head. Aroma features roast malt, molasses and subtle licorice tones. Flavor offers roast malt, smoky hops, and touches of molasses and licorice. Mouthfeel presents good body, sassy fizz, and a smoky roast malt and charred hops finish. Hooked on Porter!
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);Bottle pours black with a one finger brown head and light lacing. Aroma is of coffee and bread. Taste is mostly coffee, some light sour bitters, a touch on the grainy side, especially in the aftertaste. Bitterness is mild and the aftertaste is fairly pleasant. Decent.
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);355ml bottle from Bliznetsy in Moscow. Pours dark brown with as small tan head. Aroma is mild roasted malt, bit of lactose, quite weak. Taste is malt, dark fruit, caramel. Very ordinary beer that tastes like it could have been made by any old brewery.
Redhook Blackhook Porter;Woodinville, Washington, United States;Porter;Redhook Brewery (Craft Brew Alliance - AB InBev);(12oz bottle) AROMA: roasted notes, dark bread, coffee, APPEARANCE: rich dark, tan head TASTE: roasted corn/grain, dark chocolate, raisins, bran, PALATE: moderately rich, soft, creamy, some oiliness. OVERALL: a decent porter with classic coffee and chocolate and roastiness. Not too heavy, relaxing and warm.
Redhook Blonde Ale;Woodinville, Washington, United States;Blonde Ale / Golden Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Easy to drink, mild malts and not much bitterness. Passable session, reminds me of college.
Redhook Blonde Ale;Woodinville, Washington, United States;Blonde Ale / Golden Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Nothing here except crystal clear bubble h20. I guess on hot day no infections or wierd stuff going on. What you’d expect n a blonde. I’d drink over any of big boys sucky stuff.
Redhook Blonde Ale;Woodinville, Washington, United States;Blonde Ale / Golden Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Reviewed from notes. This was poured into a pint glass. The appearance had a golden blonde color with a one finger white bubbly and somewhat foamy white head. There was some light lacing that slid into the beer. The smell had a light sweet corn, light citrus and a piney hops to it. The taste followed the nose. On the palate, this one sat pretty light and came across pretty sessionable. Overall, decent to good blonde ale I could see maybe possibly having again depending upon what else was there.
Redhook Blonde Ale;Woodinville, Washington, United States;Blonde Ale / Golden Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);I’ve always loved the session mild drinkable beer, it’s been a staple for me since it’s release, and it is being released again in 2014. It is clean tasting and refreshing.
Redhook Blonde Ale;Woodinville, Washington, United States;Blonde Ale / Golden Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);8/17/2011. From bottle. Pale yellow with a white head. Corn, malt and hay aromas. Little going on in terms of flavors. Light hops, watery and just boring.
Redhook Blonde Ale;Woodinville, Washington, United States;Blonde Ale / Golden Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Another beer I had awhile back but apparently forgot to rate. A ho-hum beer (like so many redhook beers to me).
Redhook Blonde Ale;Woodinville, Washington, United States;Blonde Ale / Golden Ale;Redhook Brewery (Craft Brew Alliance - AB InBev);Not great but not horrible. Aroma and flavor is very mild. Not very complex and a bit watery. Just boring.
