John O Gaunt Woodgate;Melton Mowbray,Leicestershire                                                                                                                                                                                                                                                                                                        ,England;Bitter - Premium / Strong / ESB;John O Gaunt;This has a typical smooth toffee character of a festival pale ale. Sweet and chewy                                        ,this is tasty but lacks conditioning and sparkle. Brewed for the Leicester Beer Fest.
Hal and Mals Mundts Scottish Ale;Jackson, Mississippi, United States;Scottish Ale;Hal and Mals;My favorite brew from this pub. Nice, sweet cocoa and smokey aroma. Dark whiskey colored, caramel head. Prevalent smoked peat flavor, lightly sweet with very light hopping. Light bodied, session-style mouth with lightly tart smokey finish. In the spirit of Belhaven Scottish. Quite good.
John Harvards Manchester Black Widow Lager;Manchester, Connecticut, United States;Schwarzbier / Black Lager;John Harvards Brewhouse Manchester;11th October 2008. GABF. Clear brown beer. Toasy malt, lagerish. Was hoping for something crisper and darker.
John Harvards Manchester Black Widow Lager;Manchester, Connecticut, United States;Schwarzbier / Black Lager;John Harvards Brewhouse Manchester;Creamy tan head with red-black body. Aroma is moderately sweet, chocolate, caramel, some anise, light earthy. Taste is moderately sweet, earthy, caramel, some anise, light chocolate. Light-medium body, light stickiness.
John Harvards Manchester Black Widow Lager;Manchester, Connecticut, United States;Schwarzbier / Black Lager;John Harvards Brewhouse Manchester;Pours dark brown with a thin off white head. Smells of sweet malt, touches of caramel and lots of earthiness. Tastes of spice and sweet malt.
John Harvards Manchester Black Widow Lager;Manchester, Connecticut, United States;Schwarzbier / Black Lager;John Harvards Brewhouse Manchester;Pint at manchester, CT location. Chocolate DMS lagery aroma. Dark, mildly transparent mahogany color with a light tan head. Start is chocolate malts with roasted malts in the middle. A weird mustiness lingers in the finish. Tones of licorice are also present.
John Harvards Manchester Black Widow Lager;Manchester, Connecticut, United States;Schwarzbier / Black Lager;John Harvards Brewhouse Manchester;Very tasty looking. Dark ruby red through light, with a light fluff of off white head riding atop. Aroma is malty, with good roastiness, mild hopping and that lagery aroma. Flavor is rich and roasty, with a hint of plum, perhaps. Hops are present only at the very end, lending a light sharpness to the finish. Balance is great, body is fairly light. Carbonation is definitely in full effect, yo. Lots of burps.
Camerons Summer Knights;Hartlepool, Durham, England;Blonde Ale / Golden Ale;Camerons Brewery (UK);Cask at the Lord Moon Of The Mall in London. Weakened bronze. No head. Nose is mildly hopped with some ice tea notes, and some sweetened malts. Some nice wafts of fruit as well. Taste is very fruity with more sweetener coming through. Hop charcter is apparent as well. Moderate palate. Smooth in parts. Finish was more of the fruit taste.
Camerons Summer Knights;Hartlepool, Durham, England;Blonde Ale / Golden Ale;Camerons Brewery (UK);Cask-conditioned @ JDW, Soton. Hops and caramel aroma. Thin with bitter taste and a touch of rustiness. Not too good and not very summery either.
Camerons Summer Knights;Hartlepool, Durham, England;Blonde Ale / Golden Ale;Camerons Brewery (UK);Now under the Camerons badge. Pale amber colour. Clean and crisp, with a bit of dry malt, but a rather watery body. Not bad, but not exciting. Cask (handpump), Lord Moon of the Mall (JDW), Whitehall, London SW1.
Camerons Summer Knights;Hartlepool, Durham, England;Blonde Ale / Golden Ale;Camerons Brewery (UK);Cask Fresh @ JDW's Sir Julian Huxley, Surrey. Pale rusty bronze colour. Aroma is wooly and musty. Pale malt, slightly sweet but not clingy or sticky. Thin to medium body. Fruit in the middle to finish - thin, slightly citric, quite refreshing. Slightly citric hops playing along on top becoming more assertive and more earthy in the finish. A pleasant, refreshing, decent quality and quite tingly stimulating ale. Nice.
Camerons Summer Knights;Hartlepool, Durham, England;Blonde Ale / Golden Ale;Camerons Brewery (UK);Cask Conditioned. Pale yellow beer with thin head. Thin aroma with light malty lager flavour. One of the many attempts to move lager drinkers to beer, but ultimately highlighting the differences not making similarities would be better.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;2/9/19. On tap at the downtown brewpub. Crystal clear light copper pour with a small off-white head that fades to a ring. Light malty aroma, caramel, a touch of fruitiness. Light flavor, dough, biscuit, a touch of caramel, a hint of hoppiness. Not bad.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;Spelled as Drop Anchor Steem at the brewery booth and on draught during Great Taste of Midwest 2009 in Madison, Wisconsin. Pours a semi-clear brownish amber colored brew with a fast dissolving off-white head. Aroma of roasted caramel malt, some bread crust, a hint of yeast and citrus. Taste is medium bodied, with flavors of roasted caramel malt, some bread dough and a touch of citrus. Finish is a little gritty with a toasted malt aftertaste that slowly disappears. More of a brown/amber ale than a California common but still enjoyable.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;A light malty aroma on this brown pour. Somewhat nutty aroma. A crisp, clean body tasting mainly of bread but with a little yeast and hops.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;Draft at the brewpub. Poured a clear copper color. Head was white, thin, and left a bit of lace behind. Not much aroma other than a whiff of graham cracker and light citrusy hops. Dry and crisp on the tongue. Flavor was as bland as the aroma. There was some toasted bread, nuts, and nonspecific subdued fruits. Pretty typical example of a marginal (at best) style.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;"12 ounce pour at downtown location This looked to be a good starter to the evening. It also turned out to be my only one as I got stuck driving but the Black Watch Scotch Ale should be on tap for at least a little bit longer in cask form. If not, there�s always something in the cellar. I wanted to give this a shot since the other alternative I was aware of was to try Anchor Steam. I�ve got nothing against Anchor but when I can support the local guys I go for it. Aroma / Appearance - The caramel body had a short half finger head that soon faded away to a slick oily covering. Caramels, cherries and wheat dominate the nose with a hint of citrus on the background. Flavor / Palate - Toasted rye bread, apple butter and malts form an interesting but relatively simple complexion. It doesn�t change much as it warms. It is a great session beer for those times when you don�t want the relative complexity of a porter or stout. On the whole I wouldn�t mind having a growler of this to open a tasting with; it wakes up the palate enough to get things going without leaving more than a dry slightly bitter finish."
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;Pint at the downtown location. Poured a clear medium amber with a very nice initial cap of white head. Aroma was soft and pleasant with lightly toasted caramel and wisps of floral notes. The flavor followed suit, with soft caramel at the core and mild floral bitterness and lemon zest gracing the edges. Crisp and refreshing on the palate. Nice non-offensive, highly-sessionable brew.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;(Tap) Pours a copper color with an average head. Decent lacing. Some citrus, with a long and dry aftertaste. Not particularly complex. Otherwise, it�s pretty good.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;Glad to see they brought this back after a long hiatus....but why in midwinter? A light, clear, amber brew with a short but pervasive head with some leggy lace. Clean tasting and crisp, light body with a fair amount of bitterness. Dry. Not a lot of depth or character, but very easy drinking.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;Dark amber color with a thin head. Mild hops aroma. Kind of a dusty taste, yet slightly sweet. A little lemon, perhaps? A pinch o� malt. Oddly tasty.
Great Dane Drop Anchor Steam;Madison, Wisconsin, United States;California Common / Steam Beer;Great Dane Pub & Brewery;Not a copy of Anchor, which is a plus. Maltier, fresher. Fruity and refreshing.
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;"Un-Muzzling Olde Muzzlehatch Ratings, #81. 12 ounce draught at the downtown Madison location, August 2008. Light very clear copper-pink with just a touch of creamy foam which diminishes to a thin ring...fresh sweet cherry nose with perhaps a hint of clove, and also just a bit of pale malt sweetness, cookie crumbs sprinkled in cherry juice...sweet cherry juice flavor, very clean and fresh, quite light, the fruit flavor continuing to the finish...a bit of tartness towards the finish, but probably not enough for those who can�t stand sweet fruity beers and demand that cherry be accompanied by the ""sour/wild"" ""sour brown"" or ""lambic-fruit"" appellations. To me it was pretty quaffable, never sticky or cloying, and it�s appropriate enough that this marks my 500th Wisconsin beer rating, given that Great Dane was probably the first brewpub in the state I ever visited, around 20 years ago, and that if pressed I�d name New Glarus� own cherry beer, Belgian Red, as my favorite beer. Here�s to fruit beers and the Badger state!"
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;On tap at the downtown brewpub 8/8/08: Pours a transparent deep copper with a touch of ruby hues and a thin-lacing white head. Aroma of lightly sweet toasty pale malt and fruity cherries. Starts with a mild slightly grainy sweetness and decent semi-tart cherry balance. Pretty drinkable, but not that exceptional.
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;(Draught) Pours a clear amber body with a small off-white (somewhat pinkish) head. Aroma of canned cherries, candish sugar, and almonds. Flavor of metallic and cherries with a watery mouthfeel.
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;"Name: Cherry Ale Date: 08/08/2008 Mode: Draft Source: Brewpub Appearance: hazy amber, wispy off white head, Aroma: light caramel malt aroma, Flavor: sweet malt flavor, nice cherry character, cherry tartness provides a good contrast to the sweetness, good blend of the sweet and tart cherry, Aroma: 5/10; Appearance: 6/10; Flavor: 6/10; Palate: 6/10; Overall: 12/20 Rating: 2.9/5.0 Drinkability: 7/10 Score: **/4"
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;Draft at the brewpub (downtown location). Poured a clear amber color with an off white head. The aroma was of subdued cherry and light toffee. Light body. Tasted of tart flesh fruit with a hint of malty toffee. So so.
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;On tap at Great Dane - Downtown. Poured medium amber with a short cap of off-white head. The aroma picked up sweet dusty cherry skins over a paler malt base.. warmth brought out some cherry skin tartness.. OK. The flavor showcased pale malts and tart cherries with some sweetness as well from cherry meat.. light grassy bitterness surrounded and paired well with the cherry skins.. grainy finish. Drier on the palate and light-bodied.. some interesting elements, but it really fell off on the finish.. just OK.
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;Pours a semi hazey reddish colour with a thin off white head. Aroma is very pleasent, ripe tart cherry, cherry pie and danishes. Flavors are tart, satisfying with flavors of red licorice.
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;Tasted on tap at the downtown Madison location. This fruit beer pours a deep reddish color. Small sized pinkish foamy head. Aroma is cherry and tart, some malts. A medium bodied fruit beer. The malts are fruity and sweet. Hops are floral and earthy. There is a lot of both sweet, tart and sour cheery flavor in this beer. The fruit flavors are more tart and sour than sweet, yet they balance out just a bit to the sour side. There is also a nice malt backbone behind the fruit. Lively carbonated. This version of this beer is very good. An excellent example of just what a fruit beer could be. Mouthfeel is full. Finish is clean and smooth. Aftertaste is slightly tart.
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;Clear ruby with off-white/pink cover. The aroma is cherry pie, almondm and caramel. The flavor is cherry, mildly tart and lemon. The mouthfeel is fizzy and light.
Great Dane Brides Cherry Ale;Madison, Wisconsin, United States;Flavored - Fruit;Great Dane Pub & Brewery;Small light pink head with a reddish-brown body. Very dry, tart, lots of cherry flavor and aroma. Difficult to drink a lot of as it really is over-the-top cherry flavor and quite acidic, but refreshing nonetheless. A bit too sweet.
Lammbr�u Pils;Eltmann, Bavaria, Germany;Pilsener / Pils / Pilsner;Lammbr�u Eltmann;Hops in the aroma. Little hazy, golden color, small white head, good lace. Flat, malty, smoked, light sweet, light bitter. Long lasting finish, smoked of course but more bitter and dry. Better than their lager but still not a very good example of the Bamberg smoked beers.
Lammbr�u Pils;Eltmann, Bavaria, Germany;Pilsener / Pils / Pilsner;Lammbr�u Eltmann;Gold color with a touch of copper, a bit hazy. Hardly any head. Fishy (!) aroma, like fresh herring. Malty flavor, a bit smoky with some apple. Fair deal of hopbitterness. A bit thin on the tongue, but a lovely beer. Has nothing to do with a pilsener, but still heartily recommended.
Lammbr�u Lager Bier;Eltmann, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Lammbr�u Eltmann;Light hoppy and light smoked aroma. Hazy, light amber color, small white head. Strongly smoked flavor, light sweet malts, medium body. Long lasting smokey finish.
Lammbr�u Lager Bier;Eltmann, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Lammbr�u Eltmann;Orange amber color, cloudy. Absolutely no head and not carbonated. Smokey aroma with apple. Slight smoky flavor with lots of apple fruitiness. Hints of oak. Thin, almost watery. Still beer that has something of a lambic but with less body and less intense complexity. Off course lacks the sourness of a lambic, but has some Bamberg smokiness. Certainly worth a try!
Lammbr�u Zwickl;Eltmann, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Lammbr�u Eltmann;Dark brown color. Cloudy, no head. Slight caramel and apple aroma. Just a bit of apple sourness, coffee and caramel. Almost no carbonation.
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;12oz bottle pours out a hazy cola color with a ring of a head. Nose is pit fruit toffee caramel sweetness cherry some chocolate and nutty notes. Taste is more of the sweetness cherry caramel pit fruit and even molasses. Very easy to enjoy even if it is 15%.
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;Pour is dark copper with red notes and a thin light tan head. Nose is strong caramel, brown sugar, notes of apple skin and a hint of darker malt. Taste is more malt forward, a little bit more depth. Some apple skin sweetness with a hint of heat in the finish. Medium body with strong carbonation and a prickly feel.
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;Bottle (12 oz). 2011 vintage or older (?). Shared by JulienHuxley, thanks! Split 3-ways. Appearance: Hazy dark amber with a small beige head and little lacing. Aroma: Surprisingly not too boozy for the abv. Toffee, moderate fruitiness, raisins, tobacco, sherry, candi sugar and herbal notes. Taste: Moderately sweet. Medium boozyness (really not that much for a 15% abv beer). Toffee, raisins, tobacco, sherry, candi sugar, herbal notes and light bitterness. Palate: Full bodied. Moderate carbonation. Oily moutheel. Warming and fruity finish. Overall: Not too boozy for the the abv. Decent BW. Tasty, but still not my cup of tea. Nice fruitiness.
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;Bottle, shared with Tom. Hazy amber copper pour with ring of white foam. Aroma of boozy cherries, fruity, brandy. Taste is boozy, cherries, sweet caramel malty notes. Palate is full bodied, light carbonation.
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;2008 bottle thanks to northernbrews for sharing. Clear copper-red pour with some minor bubbles. Aromas are raisins, caramel, red fruit, toffee candy, and cocoa. Tastes like apples, toffee, raisins, chocolate, and burnt sugar. Great mouthfeel, especially for a 6 year beer. Smooth and just a little syrupy. Abv is very well hidden. Love this. Please brew this again Dark Horse.
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;"Bottle: 2008 release. Thanks, Jeff. Syrupy looking, burnt caramel color. No head, just a few stray bubbles that rise to the top. Aroma is a good, balanced mix of caramel, toffee, apple, raisin, honey, graham cracker, sherry, & a little bit of cocoa powder. Not overpowering in any aspect, & the alcohol is very mild considering it�s 15% ABV. Nice, sweet caramel candy flavor; notes of toffee, apple, raisin, red grape, prune, toasted malts, sherry alcohol - warming but not overpowering, & nowhere near 15% ABV. Sweet, very slight oxidation, but it actually adds a layer of complexity rather than being hindering at this point. Oily, slick mouth feel. A very nice barley wine."
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;Tasted on 6/1/14 from a capped 12oz bottle obtained in a trade quite some time ago, this bottle has quite a bit of age on it. Pours a nearly opaque, dark, fiery auburn with a thin tan head that disappears fairly quickly. The nose is dominated by caramel, toffee, just a hint of nutty sherry oxidation coming through, raisin, date, and bit of a brighter cherry fruit note with some alcoholic heat. The flavor is all of those same characteristics with some added toasted chocolate bitterness. Everything is extremely well-integrated and balanced. The body is very full with light carbonation and a long lightly bitter caramel, toffee, and somewhat nutty sherry finish. Even with a lot of age, this is an excellent barley wine.
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;poured from a 12 ounce bottle, not sure of the vintage. Aroma: raisins and cherries were apparent whilst I poured the beer into the glass, sweet fruity alcohol, nutty, slight oxidized notes/ sherry Appearance: slightly cloudy amber with a small halo of bubbles Taste: raisins, cherries, sherry, burnt sugars, leathery Palate: medium/medium light bodied, surprising how light the body is with such a big beer, it never feels thin or watery Overall: This is an amazing Barley Wine, warming, easy to drink(this would be dangerous if I had more then one bottle), a treat for sure
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;Mahogany pour, small head. Nose is caramel, brown sugar, dark fruits, apple skin. Lots of warm dark fruits on the mouth, caramelized sugar, touch of green apple skin. Some lingering bitterness. Nice sift feel. Good stuff.
Dark Horse 3 Guy Off the Scale Old Ale;Marshall, Michigan, United States;BarleyWine / WheatWine / RyeWine;Dark Horse Brewing Company;"Waxed bottle to sniffer (2008 vintage; shared by alexsdad06). Looks good; a cloudy brown with light beige lacing. Smells solid; sweet and malty with notes of dark fruit, caramel, and a touch of butter. Tastes like it smells, sans the butter, with a nice, smooth mouthfeel (especially for 15%!). Good beer."
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);Tasted this in the Saltcot, Saltcoats (JDW) in May 2003. Cask, handpump dispense. Clear pale russet in colour with a thin white head. Floral hops in the short nose. Thin weak mouthfeel and good lacing. Pale malt gives a poor digestive malt base with slight redcurrant fruit. Floral hops in the short bitter aftertaste leaves some astringency. Finish is poor and runs out of legs. Has a slightly sweet malty edge but nothing more. An ok session bitter.
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);1. Cask Stillage at the Community Centre, Frodsham 25/05/2002 Amber mid brown coloured and slightly bitter. Some sweetness in a smooth dry malt finish. 2. Cask Handpump at the Penny Black, Northwich 27/05/2002 Mid brown coloured and malty. Slightly dry bitter finish.
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);(Bottle 50 cl) Dark amber without much head. Lightly smoked character with a discreet sweetnes and a subdued bitterness. Somewhat nutty notes, very drinkable and pleasant although not with the greatest personality. 090303
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);[Cask at Volunteers Arms, GBBF 2004] A brown beer with a small beige head. The aroma is light - what is there is of sweet caramel. The flavor is roasted with loads of chocolate, leading to a nice dry bitter end, but the body is a little thin. A very refreshing beer.
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);[Cask conditioned] Brown coloured. Malty and fruity aroma. Quite roasty and malty flavour.
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);Lift it and cry to the eagles that come down from the cargs with meat in their claws for two peaple. This is a decent drop to spill. A brown ale is my thinking.
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);Very dark bitter with a strong head and a roasted aroma. The flavour is dry with a slightly burn't feel. Overall a pleasant dark bitter.
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);A lovely brown nutty malt flavour,good hops,a very tasty bitter,a nice session.
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);Nicely bottled. It doesn't indicate that this is bottle conditioned, but it behaves and tastes as if it is. A wondeful chocolate and coffee aroma with a touch of musty oak and a slap of leather. Very drinkable with a restrained but tasty balance of dark malts and tree bark hops. A classic bitter using classic English hops to good effect. Long dusty finish. Good 'un!
Jennings JJ No. 1;Cockermouth, Cumbria, England;Bitter - Ordinary / Best;Jennings Brewery (Marston's);Frothy head, amber color. Slight hoparoma. Hopbitter flavor with butterscotch. Just a hint of blackcurrant.
Breckenridge Breck Light;Denver, Colorado, United States;Blonde Ale / Golden Ale;Breckenridge Brewery (AB InBev);Draught from brewpub in Breck. Piss light yellow/golden beer with small white head. Aroma is caramel and sweet citrus and spice. The flavor brewing cereal, bland and thin. Generally lightly sweet and not really any balance at the end. I wouldn�t expect Breckenridge to have an offering like this.
Breckenridge Breck Light;Denver, Colorado, United States;Blonde Ale / Golden Ale;Breckenridge Brewery (AB InBev);On tap @ Breckenridge in Breckenridge poured a clear pale yellow with a lasting white head. Aromas of straw, light fruittiness and a hint of honey. Palate was light bodied and smooth. Flavors of straw, light citrus and a hint of yeast with a smooth malty finish. By the way this is a bloinde ale not a lager!
Breckenridge Breck Light;Denver, Colorado, United States;Blonde Ale / Golden Ale;Breckenridge Brewery (AB InBev);Draft at the brewpub. A very light golden beer with a thin white head. The aroma is sweet with light notes of citrus - too light for my liking. The flavor is sweet with an artificial sweetness note as well as a note of brewing cereal, and the body is thin.
Breckenridge Breck Light;Denver, Colorado, United States;Blonde Ale / Golden Ale;Breckenridge Brewery (AB InBev);tap. light golden pour with clarity. thin soapy head. light sweet lemon aroma. grainy with sour fresh lemon. The lemon is a bit piercing and the beer is thin. otherwise it goes down easy.
Breckenridge Breck Light;Denver, Colorado, United States;Blonde Ale / Golden Ale;Breckenridge Brewery (AB InBev);Draft at the brewpub. Poured a clear pale gold color. Head was bubbly and white. There was only a whiff of grain and caramel. Dry on the tongue with a touch of citrus up front that gives way to a light grainy finish. Very light body. It is what it is.
Breckenridge Breck Light;Denver, Colorado, United States;Blonde Ale / Golden Ale;Breckenridge Brewery (AB InBev);Clear yellow. It has an unusual aroma, not too nice for me, or I would guess, a Bud drinker. Some crispness and lightness, but an off flavor was present, or maybe just a flavor which is unique in this type of beer. Some spiciness, overall not too good.
Breckenridge Breck Light;Denver, Colorado, United States;Blonde Ale / Golden Ale;Breckenridge Brewery (AB InBev);Really light colored, no real head retention. Fair amount of carbonation. They must have been sick of having people asking for Coors Light, so instead of carrying it, they brewed their own.
Breckenridge Raspberry Wheat;Denver, Colorado, United States;Flavored - Fruit;Breckenridge Brewery (AB InBev);On tap at the Denver location, slight amber-red hue, with an off-white head, light sour fruity raspberry nose, with a faint fieldberry accent, hint of tartness in the aroma follows through on a medium-bodied palate with a yeasty, acidic, sweet and sour raspberry character, with a wheaty, raw toastiness, light tart wildberry accent, leading towards a grainy malty, mild raspberry sourness finish.
Breckenridge Raspberry Wheat;Denver, Colorado, United States;Flavored - Fruit;Breckenridge Brewery (AB InBev);tap. golden pour no head. wheat and raspberry aroma. more wheat than raspberry. not too bad.
Breckenridge Raspberry Wheat;Denver, Colorado, United States;Flavored - Fruit;Breckenridge Brewery (AB InBev);Draught. Body is hazy medium yellow. Aroma is lightly malty (toasted grain), lightly to moderately yeasty (dough, mold), with a note of raspberry. Flavor is moderately sweet, lightly acidic. Finish is lightly sweet, lightly acidic, lightly bitter, yeasty. Light to medium body, watery texture, lively carbonation. Pretty run-of-the-mill.
Breckenridge Raspberry Wheat;Denver, Colorado, United States;Flavored - Fruit;Breckenridge Brewery (AB InBev);Straw colored, lots of carbonation. Fuzzy mouthfeel. The aroma was of raspberry, but I don't think there was enough of it. The girl I was with at the brewery seemed to enjoy it, however.
Breckenridge Freedom Ale;Denver, Colorado, United States;Red Ale / Intl Amber Ale;Breckenridge Brewery (AB InBev);Nice and hoppy. Some metallic off-flavors, but weren't bad. Hazy Amber color. Fairly refreshing after a morning of summer skiing at Arapahoe Basin.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;[Cask at GBBF 2005] A red-brown beer with no head. The aroma is malty with a roasty character. The flavor is of roasted malt with a light hint of suphur. The mouthfeel is flat.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;Cask conditioned, GBBF 2005: Black no head. Coffee aroma. Malty and sweet flavour. Finish is sweet and creamy. Slightly roasted.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;1. Cask Handpump at the Court House Station (JDW), Barnsley 17/08/2002 Black slightly strong in alcohol and rich on the palate with some roast flavour in the finish. 2. Cask Handpump at the Fat Cat, Sheffield 23/08/2003 Dark red with some sour fruit flavour. Bitter slight roast finish. 3. Cask Handpump at the Anvil, Wigan 05/03/2005 Dark with some alcohol taste. Slightly bitter caramel finish.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;Cask (gravity dispense) at GBBF 2005. Can�t believe I�d not rated a Broadstone beer before. Darkish brown colour. Mainly chocolate accented and, as suggested, with touches of licorice. But it lacked the sour edge that I might expect from a porter. Either the recipe has changed, or the bottled version is different or (most likely in my view) those who noted excessive sourness in the bottle have got beer from a bad batch. I found this perfectly pleasant but a bit short of clout.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;Nutty, chocolate aroma is fairly sweet. Clear, dark chestnut brown with low off-white head. Fairly roasty flavour has some chocolate and nutty character. Medium-light body with somewhat low carbonation. Cask at GBBF 2005.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;[Cask conditioned] Very dark brown coloured. Very malty and roasty. Very nice.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;Why do so many bottle conditioned beers have a nasty bitter aftertaste? This initially tasted like a sour bottle of vinegar. After a while it did start to resemble something drinkable..It might have come from a bad batch but has nobody ever heard of quality control ? In its cask form no doubt this is a pleasant beer,but in a bottle, no thanks.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;Very dark brown with a beige head. Aromas are are sour berries and chocolate - a bit of a mess and not typical of the style. Flavours are fruity and sour and lacking the chcolate and licourice promised on the label. To be fair hints of chocolate do poke through the nastiness. Perhaps this is a badly bottled beer that is decent from the cask. Its as if the wrong yeast has been used in the bottle conditioning. Messy.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;Draught at the Swan in the Rushes, Loughborough. Very dark red/black coloured, with average, foamy, tan coloured, long lasting head. Fruity, sourish aroma. Roasted-malt flavour, with a nice sour finish . Smooth and full bodied. Very nice and very drinkable.
Broadstone Black Abbot;Retford, Nottinghamshire, England;Porter;Broadstone;(Cask conditioned) Very dark, deep red/amber color with small, big-bubbled head. Dry, sour wineous cherry aroma. Roasted-malty, sour flavor. Quite original and very sour for a porter. I'll be sure to remember this one.
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;"a little on the lighter side for the style. brewer says full bodied..not quite, but ok. a nice touch of smoke and malt balance are the only things that make this average."""
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;Draft. A chestnut colored beer with a lazing brown head. The aroma has notes of malt and caramel as well as a lighter note of nuts. The flavor is sweet with notes of malt, caramel, and nuts as well as a light note of alcohol.
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;Sample at the brewpub on 8/7/10. Pours a clear dark red with a medium tan nitro head. Faint nose of malt and a bit of peat. Malty aroma with some peaty smokiness and a bit of hop in the finish.
