MacParker's Ale;Ithaca                         ,New York,United States;Pale Ale - English;Ithaca Beer Co.;Copper colour with absolutely no head. Mild hop aroma with balanced malt. Decent english hop taste mixed with a citrus/lemony taste. Aftertaste a bit metallic,not half bad though. Overall,a decent EPA,not too great though. I had this on draught at MacGregor's in Rochester,New York on 28-October-2003.
Falkenfelser Premium Weissbier Hell;Hamburg, Hamburg, Germany;Weissbier - Hefeweizen;EDEKA-Verbund (EUCO GmbH & Netto Discounter);Cloudy orange with a nice white head. Peach, wheat, vanilla, light clove, slight lime, leaves, smoky, earthy. Some cardboard, a bit watery. Light bitterness, medium sweetness, light sourness. Light body, soft carbonation, fruity and cardboard-ish finish. Impressive for a budget Weizen.
Falkenfelser Premium Weissbier Hell;Hamburg, Hamburg, Germany;Weissbier - Hefeweizen;EDEKA-Verbund (EUCO GmbH & Netto Discounter);golden, orange, minimal head, minimal head, white foam, medium sweetness, medium bitterness, creamy, medium body,
Falkenfelser Premium Weissbier Hell;Hamburg, Hamburg, Germany;Weissbier - Hefeweizen;EDEKA-Verbund (EUCO GmbH & Netto Discounter);Pours a cloudy golden color with medium to high white foam. Average Hefeweizen. Typical aroma and flavour, but with a bit lack of body and intensity. Moderate banana, yeast and cloves, with high carbonation and a bready backbone.
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;19.06.2018 -- 0.5l bottle from edeka in heidelberg, bb 28.12.2018. pours a clear golden with a frothy head. aroma of hay and grass. flavour of grass, hay, cracker, almonds, peppercorn. nothing off but a bit watery and boring.
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;Mild w�rziger, trocken herber Antrunk. Trocken getreidig, schwacher K�rper, ziemlich langweilig. 7/8/6/6/8/6
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;Bottle in Heidelberg, Germany. Deep golden color, grassy, malty, refreshing.
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;Angenehm mild mit leichter Buttrigkeit und etwas Vanille im Hintergrund, Durchaus ausgewogen ohne pappig zu werden. Leicht getreidig, aber durchaus als s�ffig zu bezeichnen.
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;Klares goldgelb mit durchschnittlicher Schaumkrone. Malzig, w�rzig, etwas Heu, spritzig.
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;Draught at the... truck stop in Sinsheim, Germany. Clear golden color with a small white head. Earth, farmyard and malt in the aroma. The flavor is earthy and sweet malt. Boring but not repulsive. ---Rated via Beer Buddy for iPhone
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;Dorada amarillenta de espuma cremosa. Aroma escaso, tostado, ligeramente herbal. Equilibrio en boca con algo de dulzor controlado y amargor justo. Bien de gas y textura, bastante bebible.
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;Ins Glas ergie�t sich ein klares goldgelbes Bier mit sch�ner Schaumkrone. Geruch malzig, grasig, w�rzig. Geschmack angenehm w�rzig malzig mit minimaler Bitterkeit im Abgang.
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;bottle from Bierzwerg. Clear golden colour, mid-sized white head. Malty base, quite sweet with a touch of honey, herbal hoppy finish. Decent example of the style.
Heidelberger Premium Export;Heidelberg, Baden-W�rttemberg, Germany;Helles / Dortmunder Export;Heidelberger Brauerei;Bottle @ Bierzwerg.de. Pours clear golden with a small white head and lacings. Rough grain and dishwasher. A bit of dust. Medium bodied. Poor.
Archers Mancunian Magic;Swindon, Wiltshire, England;Bitter - Ordinary / Best;Archers (Evan Evans);Cask Conditioned, at the Market Porter, Borough, London . Deep rustic auburn coloured body, with a frothy tan head. Minimal aroma. The firm bitter flavour which is unimaginative and one dimensional. Rusty nails palate. A firmly entrenched Archers pub right opposite the Borough Market, which is a good visit on Friday or Saturday.
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;"""has many cider-like aspects, excpet for the obvious malt in the flavor more than the aroma. a touch of hops makes it�s way through too, but really, this beer is all about the fresh apples from the local area. well done - i�d get again."""
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;From Scott's growler (week old). Aroma was of apple cider and lager. Flavor is the same and fairly refreshing. Pretty good beer. ---Rated via Beer Buddy for iPhone
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;4 ounce taster at the Brewery Tasting Room. Smells and tastes o apple juice. Nice sour finish.
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;12oz bottle. Cloudy, straw-colored body topped with a small white head with good retention. Aroma is apple, citrus hops, some caramel malts--mild and sweet. Body is medium-light with a surprising amount of foamy carbonation (lots) and a dry, astringent finish. Flavor is lightly sweet, apple, caramel, and a surprising amount of hops on the tart finish, flavor of grapefruit rind pith in the hops with some other citrus notes. Crisp, refreshing, the hops are too much and not very flavorful. Aftertaste is long, woody, and infused with mildly tart apples.
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;Pours cloudy yellow with a beautiful fluffy white head and a faint apple aroma. There is a decent caramel malt base, but it doesn�t complement the apple juice very well. Their apple cider is much better.
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;"Date: July 07, 2009 Mode: Bottle Source: Roadtrip Appearance: hazy orange, wispy off white head Aroma: light sweet malt aroma with a touch of apple Flavor: sweet malt flavor, nice apple character but plays behind the malt leaving it lacking Aroma: 5/10; Appearance: 6/10; Flavor: 5/10; Palate: 6/10; Overall: 9/20 Rating: 2.5/5.0 Drinkability: 6/10 Score: *4"
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;Bottle poured a clear orange amber with a lasting amber head. Aromas of carmel, honey, light earthin ess and a hint of aspple. Palate was light bodied and crisp with a smooth dry finish. Flavors of carmel, honey, light earthiness and a hint of apple with a smooth dry earthy finish.
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;On tap and the Raley Field Brewfest in West Sacramento, CA. Something just wasn�t right about this beer. The apple flavor was definately there, but was not well balanced. Overall an average attempt...I guess apple flavor is better in cider.
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;Sampled on 4/6/2009. This fruit beer pours a slightly cloudy medium orange gold color from a 112oz bottle. Small sized white foamy head. The aroma is apple ciderish, malty and spicy. A medium to light bodied fruit beer. The malts are fruity and sweet. Mostly apple cider and spices. Hops are very mild, maybe earthy. Kind of a cross between an amber ale and apple cider. Not sure if it really works. Apple flavors are semi-sweet. Decent carbonation. Nice balance. Worth trying, but not really my cup of tea. It needs a little more tartness in the apples and some citrusy hops. Mouthfeel is full. Finish is clean and smooth. Aftertaste is sweet.
Jack Russell Harvest Apple Ale;Camino, California, United States;Radler / Shandy;Jack Russell Farm Brewery;~Pours a cloudy amber color with small off white head. ~A spicy apple cider aroma with predominate amount of wheat. ~Flavor is a bit watered down. Some crisp apples in there.Couldn�t detect any tartness Pretty weak. ~Light feel with some carbonation. Hardly any finish. ~It�s ok. Thats about it though. Just ok.
Pinnacle Peak Amber Ale;Scottsdale, Arizona, United States;Red Ale / Intl Amber Ale;Pinnacle Peak Patio Steakhouse;Draft @ Pinnacle. Clear amber with a small off white head. Aroma of caramel, biscuits, mineral and citrus. Flavor is sweet doughy malt, light hop bitterness and some fruity yeast. Medium body with average carbonation. Not much hop character in this one, odd mineral aroma, maybe not so fresh.
Pinnacle Peak Amber Ale;Scottsdale, Arizona, United States;Red Ale / Intl Amber Ale;Pinnacle Peak Patio Steakhouse;Amber color. Light toasted bread, caramel and herbal hops. Hoppy and caramel flavor. Typical amber.
Pinnacle Peak Amber Ale;Scottsdale, Arizona, United States;Red Ale / Intl Amber Ale;Pinnacle Peak Patio Steakhouse;"Draught at the brewpub Amber color. Nice toffee candy aroma. Dry caramel flavor with toffee shades; correct bitterness; light fudge in the final. Easy but pleasant."
Pinnacle Peak Amber Ale;Scottsdale, Arizona, United States;Red Ale / Intl Amber Ale;Pinnacle Peak Patio Steakhouse;Sample at Pinnacle Peak Patio. Pours a dark golf clear yellow with white head. Nose is sweet caramel, toffee and malt. Palate is sweet malt, a touch of roasted barley and a mild hop finish. Medium mouth feel and splotchy lacing.
Pinnacle Peak Amber Ale;Scottsdale, Arizona, United States;Red Ale / Intl Amber Ale;Pinnacle Peak Patio Steakhouse;Draft at the brewpub. Clear copper color with an off white head that laced the glass. Light spicy brown sugar aroma. Slightly sweet on the tongue. Flavor was similar to the aroma.
Pinnacle Peak Amber Ale;Scottsdale, Arizona, United States;Red Ale / Intl Amber Ale;Pinnacle Peak Patio Steakhouse;Sampler@the Steakhouse: Golden color with a light sweet aroma. Flavor starts sweet followed by a light bitterness. Light body and smooth. Flavorfull, but rather mild.
Pinnacle Peak Amber Ale;Scottsdale, Arizona, United States;Red Ale / Intl Amber Ale;Pinnacle Peak Patio Steakhouse;Had this on a sampler platter. Hoppy aroma and flavor to this one. Body was amber in color with good head. Went down smooth on the palate. Would try this one again.
Pinnacle Peak Barbed Wire Brown;Scottsdale, Arizona, United States;Brown Ale;Pinnacle Peak Patio Steakhouse;Sample at Pinnacle Peak Patio. Pours a cloudy chocolate with light beige head. Nose is a bit smoky with roasted barley and malt. Palate is a touch of coffee, roasted nuts and a hoppy dry finish. Medium mouth feel and decent lacing. Not bad for a brown ale.
Pinnacle Peak Barbed Wire Brown;Scottsdale, Arizona, United States;Brown Ale;Pinnacle Peak Patio Steakhouse;Draft at the brewpub. Clear brown color with a thin off white head. Smelled of light toasted bread. Flavor was roasted nuts and light sprucy hops. Subdued roasty, bitter finish. Mouth feel was on the watery side.
Pinnacle Peak Barbed Wire Brown;Scottsdale, Arizona, United States;Brown Ale;Pinnacle Peak Patio Steakhouse;Had this one on a sampler platter. Dark body with good head. Last one of five I had. Hoppy aroma and flavor was good. was smooth on the palate. Would try this one again.
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);"#934 Hell-gelb, tr�b mit reichlich Schaum, so wie ein Zwickl halt aussieht. Das Aroma ist �hnlich misslungen wie beim Landbier aus gleichem Hause. Lieblich-malzig mit fieser Beinote, die ich nicht n�her beschreiben kann. Der Geschmack ist dann wiederum d�nn, lieblich-malzig (ach was!) und gegen Ende taucht eine Hefenote auf. ""Alt�berlieferte Bierspezialit�t aus dem Frankenwald"" - Selten so gelacht! Einfach kein gutes Bier! Test vom 5.11.2008, Gebinde: Glasflasche Noten: 8,6,7,7,9,7 - 7,05"
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);Bottle @ Bamberg. Pours clear golden with frothy white head. A bit of buiscuit, grass and bread. Smooth. Dry and faily crisp. Medium bodied. Decent.
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);Bottled (thanks fonefan). Pale golden colour with slight hazy. Mediumsized foamy head, that leaves some lace. Aroma is malty, grassy, hayish and some mild fruity and earthy notes. Flavour is sweet malts, mild grassyness, some earth and mild notes of fruityness. Mild toffeeish notes as well as it warms up.
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);Bottle from Bierboutique �lwechsel, Frankfurt. Pours pale golden with a medium head. Potent grassy and flowery hop nose. Hints of biscuit, good flowery hop bitterness. Likeable.
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);500 ML flip-top bottle in Germany. Looks a bit pale for the type, but pale yellow with a huge white lacy head. Aroma is hops, soap and straw with hints of sweetness. Taste is earthy and hoppy, has a nice flavor. Mouth is a bit carby but well done. Palate is steady but weak, nice finish.
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);Swing-top bottle. Barnyard and barley malt aroma with metallic notes. Golden yellow color with large head. Slightly sweet and acidic barley malt flavor. Pretty good - wish this had more funkiness though.
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);Swing top (BB 12/2009) Thanks bierkoning! Hazy yellow color, small white head. Strong diacetylic nose with light citrus and grains. Crisp carbonation. Less diacetyl in the flavor: grains, citrus, some tartness, light hops. Very strange Zwickel, not the most cleanest one.
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);It�s unclear, light-golden with a huge, creamy, white, lasting head. The aroma has notes of butterscotch, malt, light fruit and citrus. The flavor is moderately sweet with a dry, citrussy bitterness and notes of light butterscotch, fruit and the finish is refreshing and dry � it�s really nice.
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);Bottle 50cl. w. swing top. Light unclear medium yellow color with a average to large, frothy, good lacing, mostly lasting, off-white to white head. Aroma is moderate malty, grain, hay, toasted, light hoppy, grass, fruity, light citrus notes. Flavor is moderate to light light heavy sweet, light light citrus acidic and moderate to light light heavy bitter with a average to long duration, fresh. Body is medium, texture is oily, carbonation is soft. [20091004]
Christophs Zwickl-Bier;Ludwigsstadt, Bavaria, Germany;Zwickelbier/Kellerbier/Landbier;Jahns-Br�u (Christoph Jahn Erben Brauerei);Bottle 50 cl. Courtesy of fonefan. Cloudy yellow with a creamy white head. Citric tartness in the nose. Medium body, very dry with a distinct citric note, some vitamin C. Rather bitter finish. Oddball. 041009
St. Louis Premium Peche;Emelgem, Belgium;Lambic - Fruited;Brouwerij Van Honsebrouck;De Beershooter. En copa Teku. Jugando a Slay the Spire. Ligeramente agria y con cierto toque a melocoton, aunque no especialmente fresco, pero con poco recuerdo a cerveza sino mas bien a refresco
St. Louis Premium Peche;Emelgem, Belgium;Lambic - Fruited;Brouwerij Van Honsebrouck;A very sweet and heavy fruit lambic. Good carbonation. Very nice and low in alcohol. You wouldn't want too many due to the sweetness but an easy drink.
St. Louis Premium Peche;Emelgem, Belgium;Lambic - Fruited;Brouwerij Van Honsebrouck;250ml bottle from Yamaya. Nose of peach, touch of Brett, and some wormy woody bit. Medium orange/amber color, little head. Peach, some sugar, and then a tart sour apple bit, and a little hint of Brett. Medium body, some small astringency. Refreshing and all, but more like a soda than a lambic.
St. Louis Premium Peche;Emelgem, Belgium;Lambic - Fruited;Brouwerij Van Honsebrouck;Many thanks for this beer to Eric De Geyter. Co ma polowe zawartosci alkoholu niz klasyczny Pils? oczywiscie ze Radlery i tego typu owocowe Lambicki. Co lepiej pic? oczywiscie ze te owocowe lambicki. Jest owocowo, wyrazista brzoskwinka i jej cierpkosc dalo sie odczuj, to piwo po dotknieciu warga juz sie czuje slodkosc, ale to zdradliwe uczucie bo po wzieciu lyka juz jest kwasno i cierpko, a przeciez to nie lambic typu oude. Wiec tym bardziej to mile zaskoczenie. Pachnie suszonymi na sloncu morelami, barwa jasno pomaranczowo-bursztynowa i zero piany. Bo gdyby byla bylo by to wada.
Streets of New York Uptown Blonde;Tempe, Arizona, United States;Blonde Ale / Golden Ale;Streets of New York Brewery;Draft at the brewpub. Slightly hazy light orange color. Head was thin, white, and didn�t leave any lace. Smelled of light grassy hops and a touch of honey. Tasted of subdued malty caramel. Slightly sweet with a crisp, clean finish.
Streets of New York Uptown Blonde;Tempe, Arizona, United States;Blonde Ale / Golden Ale;Streets of New York Brewery;Sampler: Yellow body with white head. Had a malty aroma and some week hop flavor. Compare it to like you were drinking a miller lite.
Streets of New York Uptown Blonde;Tempe, Arizona, United States;Blonde Ale / Golden Ale;Streets of New York Brewery;Yellow with small head and lacing. Crisp malty aroma. Flavor is clean and crisp , malty with a smooth easy drinking finish.
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;355ml can pours a pale straw color with a small white head that dissipates almost immediately and leaves no lacing. Aroma is grainy and grassy and not in a good way. Taste is grainy and grassy with some sweetness. A typical macro swill not even worthy of any recommendations.
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;Single can purchased from a mom & pop shop in Brooks, AB on 06/18/2011. Colour: Yellow. Medium spoty head. Nose: Bacon fat, maltose, a touch of caramel and pine. Taste: Light sweet, light bitter, light sour. Creamed corn, maltose again, vanilla traces. Very creamy and soft mouth feel. Appealing if your goal is to drink 24 in an evening, because it is quite smooth and not biting at all. If your goal is to enjoy the beer and respect true craftsmanship - please avoid.
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;Still, yellow and rather unbeerlike in some regards. Taste is surprisingly worty, like a nonalcoholic beer. Pretty standard swill.
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;"Avoid at all costs even if its half the price of any other beer in the store. Skunky taste, no hop smell or taste, ....... ok its discoloured water at best that will give you a buzz eventually ... maybe. This was brewed by someone who has never drank beer; that�s my guess."
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;Cheap, but not a beer that I would ever look forward to drinking. Tastes bad
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;Stunk horribly the second I pulled back the tab. Standard lifeless gold with floaties and a weak cap that leave dusty lacing...yes, dusty. The stink is less now, but still no good. Very sweet malts, grass and more sweetness. Taste is watery, fizzy, acrid, some grass and some chemicals. Quite tart. Mouthfeel is very empty with weak carbonation and a watery, slippery finish. Ick. The crappy pic shown of the can is a perfect picture of the quality of this garbage.
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;Very, very cheap tasting, but next to a can of the Mountain Creek Lager, this is slightly more desirable. Something like dishsoap masquerading as hops would technically make this a pilsner. Had it ice-cold in a frosted glass and it was drinkable, so I didn�t feel ripped off.
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;"Sour doughey aroma. Very pale yellow with a white head and decent retention. Tastes terrible. Sour and cheap. I would not drink it if it was free. I once had the remains of an abandonded 12 pack in my fridge and it was ignored soo long (months) eventually it bacame a part of the fridge. People would ask ""hey Cole got any beer?"" and I would lookmin the fridge and say ""No I�m all out."" even though there was still crest in the fridge."
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;Can from Pat�s. Gold (solidly deeper gold than many pale lagers) with white head. Nose is pale malt, honey, mild hops. Tastes of pale malt and some sweetness plus backup hops. Not terrible for the price, but probably not worth the time for most.
Mountain Crest Classic Pilsner;Monroe, Wisconsin, United States;Pilsener / Pils / Pilsner;Minhas Craft Brewery;Light, pale color, pours up with a thin, fizzy head. Aroma is very low key with light malt and some corn. There is a slight metallic aroma that wants to come out. This is a bit distracting. Flavor is fairly thin and bland with a bit of malt sweetness and very little hop balance. Finishes cloyingly sweet.
Gulf Islands Mayne Sail Ale;Salt Spring Island, British Columbia, Canada;Pale Ale - English;Gulf Islands Brewery (Salt Spring Island Ales);Better on tap than from the bottle, but still quite acceptable in either format. Pours a nice, clear gold with an average white head that leaves little lacing. Aroma gives up both some hop and some malt, as does the taste. A nice refreshing beer.
Gulf Islands Mayne Sail Ale;Salt Spring Island, British Columbia, Canada;Pale Ale - English;Gulf Islands Brewery (Salt Spring Island Ales);Hazy light brown, creamy tan head.Lightly fruity floral malt nose.Lightly fruity malt profile with mild,medium length hop finish.
Gulf Islands Mayne Sail Ale;Salt Spring Island, British Columbia, Canada;Pale Ale - English;Gulf Islands Brewery (Salt Spring Island Ales);On tap at Moby�s on Salt Spring Island. Hazy amber colour with a thick, fluffy off-white head. Sweet caramel malt, some medium crystal malt and an orange citrus aroma. Flavour is fairly sweet, caramel malt with a nice toasted malt flavour and a citrusy hop finish. Light resiny flavour as well. Tasty brew.
Town Hall Chubby Monk;Minneapolis, Minnesota, United States;Dubbel;Minneapolis Town Hall Brewery;This is my second sampling of this new Town Hall brew, one pint had at the pub earlier today and this new taste comes from a growler, well warmed. I'm pouring it out into a favorite Belgian dubbel glass, and we see a clear, dark chestnut brown brew emerging in the vessel, topped with a fair and fizzy head, though woefully short-lived. Aroma: bold and complex, taking some time to show itself, tossing out notes of nuts, chocolate, dark fruit, brandy, red wine, full of richness and dark delights. As for taste, a good texture and prodigious mouthfeel, snappy hops at first, but dominated by malt, with the flavor getting ever fruitier on the palate. The flavor projects more with every tilt of the glass and gulp of the brew, while a tiny tartness emerges to check up on the sweetness. Rich, delicious, warm, nutty, with a continual tang on the tongue. Finish is just right, medium length, and lingering well past when the liquid leaves the mouth. As I get further into it, I like this dubbel more and more, and what's not to like? Ample body, excellent taste, well-rounded flavor, and a lovely, lively kick to boot. I'll be returning for more of this Brother Monk, you can be sure.
Town Hall Chubby Monk;Minneapolis, Minnesota, United States;Dubbel;Minneapolis Town Hall Brewery;"Cask, (dubbel on cask? wtf?) Lightly estery, with a good dark sweet malt character. Quite ""dubbely"" if I will. Good special B character, touch of liquorice. Quite sweet, but nice rich malt character. Good interpretation of a dubbel."
Town Hall Chubby Monk;Minneapolis, Minnesota, United States;Dubbel;Minneapolis Town Hall Brewery;Clear, red. No head. Fruit aroma. Taste is also of fruit with salt. Reminded me of Duinen.
Town Hall Chubby Monk;Minneapolis, Minnesota, United States;Dubbel;Minneapolis Town Hall Brewery;great muhfuggin' dubbel. mahogany in color. no head at all. perfect consistency on my tongue. definitely true to the style. nice fruity maltiness type thang goin' on in my mouf. like roasted plums (do people ever roast plums?). sweet finish, smooth palate. i might even drink this if it didn't have any alcohol in it. i hope town hall never runs out.
Town Hall Chubby Monk;Minneapolis, Minnesota, United States;Dubbel;Minneapolis Town Hall Brewery;It should be noted that I am not too familiar with this style. That said, I enjoyed this beer. The smell was fresh grapes over the very present carbonation. I tasted it immediately and the cold serving temp hindered what I knew to be lurking beneath. I waited a while, even stirred it with a knife to remove the excess carbonation, then things got interesting. Bananas and slight clove on the tongue with a hint of what grape juice smells like. The respectable ABV was hidden nicely due to the aging. As a cask fanatic, I will have to wait and see if they offer it from the pump. I will re-rate then. But I did enjoy this beer!
Great Divide Fresh Hop Pale Ale;Denver, Colorado, United States;Pale Ale - American / APA;Great Divide Brewing Company;can oro velata discreta schiuma media persistenza note vegetali erbaceo leggeto agrumate non milto fragranti leggero cereale buon amaro secchezza media
Great Divide Fresh Hop Pale Ale;Denver, Colorado, United States;Pale Ale - American / APA;Great Divide Brewing Company;Golden color with a thin white head. Resinous earthy hop aromas and flavors. Moderate bitterness. Medium body. Lingering hop bitterness on the finish. Nice beer
Great Divide Fresh Hop Pale Ale;Denver, Colorado, United States;Pale Ale - American / APA;Great Divide Brewing Company;Dark orange with white head. Light hop aroma, grass and fir. Hoppish flavour, but has a strong malt spine. IPA like finish.
Pinnacle Peak Gunslinger Imperial Stout;Scottsdale, Arizona, United States;Stout - Imperial;Pinnacle Peak Patio Steakhouse;Draft @ Pinnacle. Black with a thick, tan head. Aroma of bitter roasted malt, chocolate and coffee. Flavor is bitter-sweet chocolate, coffee and black malt. Fullish body with average carbonation. Really nice Imperial Stout, way better than I expected.
Pinnacle Peak Gunslinger Imperial Stout;Scottsdale, Arizona, United States;Stout - Imperial;Pinnacle Peak Patio Steakhouse;Tap. Nearly black with a chocolate milk colored head. Aroma has lots of chocolate, roasted malt and molasses. Flavor is chocolatey sweet with some tar, roasted malt and espresso. Good.
Pinnacle Peak Gunslinger Imperial Stout;Scottsdale, Arizona, United States;Stout - Imperial;Pinnacle Peak Patio Steakhouse;"Draught at the brewpub, came simply as Stout Black color; creamy head. A Stout with a good body and mouthfeel, the aroma is quite simple, the flavor strangely is a bit dusty; balanced mix of caramel, chocolate and roasted malts; correct bitterness; very light sourness that is maybe a bit out of place. Not bad, but less interesting than their Pale Ales."
Pinnacle Peak Gunslinger Imperial Stout;Scottsdale, Arizona, United States;Stout - Imperial;Pinnacle Peak Patio Steakhouse;Draft at the brewpub. Opaque black color with a tan head. Light molasses and vanilla aroma. Full bodied and a bit sticky on the tongue. Less roasty than the porter with vanilla, light soy sauce, and chocolate flavors.
Pinnacle Peak Gunslinger Imperial Stout;Scottsdale, Arizona, United States;Stout - Imperial;Pinnacle Peak Patio Steakhouse;Tap @ Steakhouse. Medium roasty aroma with some alcohol. Black body with good tan head and some lacing. Flavor had some creamy texture to it but mainly just a meadium bodied roasty and alocohol. Not overpowering brew but I wish I could of said dam that was good.
Pinnacle Peak Gunslinger Imperial Stout;Scottsdale, Arizona, United States;Stout - Imperial;Pinnacle Peak Patio Steakhouse;Sampler@the Steakhouse: Color is pure black with a light tan head. Aroma is caramel with a hint of licorice. Flavor starts dark chocolate with a hint of licorice then some mocha. Medium body, creamy texture with soft carbonation.
Pinnacle Peak Gunslinger Imperial Stout;Scottsdale, Arizona, United States;Stout - Imperial;Pinnacle Peak Patio Steakhouse;Draft: Black with maple hints. Sandy-bubbled tan head. Potting soil and caramel comprise the aroma. Heavy swirls release roast, prunes, and dark berries. Airy carbonation with a fuzzy tickle. Harshly grainy. Overt meaty maltiness and alcohol greet the palate while trace caramel and mocha temporarily relieve the tongue from the nauseating sweetness. Black malt char exerts a strong earthiness, yet with little else to back it up. Soured dark grape acidity displaces the salvageable malt flavors and clashes with subtler notes of spent motor oil and shoe polish. Hint of mocha emerges from the burnt malt hulls, which also bolster the dryness. Cloying finish exhibits a disorderly mess of oversweet, soggy plums and harsh acidity. Phenolic belches ensue. Okay aroma, but it�s all downhill, thereafter. Pretty disastrous attempt.
Pinnacle Peak Winter Porter;Scottsdale, Arizona, United States;Porter;Pinnacle Peak Patio Steakhouse;on tap @ the steak house...dark brown almost black color. one of the darkest i�ve seen. little aroma as it was served way too cold. i did manage to pull out dark roasted malts, a bit of nuttiness and earth when it warmed a bit. flavor is very dark malt, cola and a little bit of coffee. a strange acidic hint creeps in with the burnt finish. medium bodied. if this had tasted as aggressive as it looked...would have been a �5�...
Pinnacle Peak Winter Porter;Scottsdale, Arizona, United States;Porter;Pinnacle Peak Patio Steakhouse;Draft at the brewpub. Opaque black with a tan head that laced the glass. Chocolate aroma. Roasty, chocolate/coffee flavor. Body was on the light side of the spectrum.
Pinnacle Peak Winter Porter;Scottsdale, Arizona, United States;Porter;Pinnacle Peak Patio Steakhouse;Sample @ Steakhouse. Black body with nice tan head. The aroma had a stale coco to it. Flavor of a rich chocolate was trying to get my attention here but just watered down dry chocolate is what I got.
